species_ID,Group,Order,Family,Genus,Species,subspecies,scientificName,variety,common_name,native_exotic,continent_of_origin,itis_tsn
2793,Crustaceans-Copepods,Cyclopoida,Cyclopidae,Thermocyclops,crassus,NULL,Thermocyclops crassus,NULL,,Exotic,Europe and Africa,667156
2794,Crustaceans-Copepods,Cyclopoida,Cyclopidae,Mesocyclops,pehpeiensis,NULL,Mesocyclops pehpeiensis,NULL,a copepod,Exotic,Asia,88701
2795,Crustaceans-Copepods,Cyclopoida,Cyclopidae,Mesocyclops,ogunnus,NULL,Mesocyclops ogunnus,NULL,a copepod,Exotic,Asia,88702
2849,Crustaceans-Copepods,Calanoida,Diaptomidae,Sinodiaptomus,valkanovi,NULL,Sinodiaptomus valkanovi,NULL,,Exotic,Asia,NULL
2875,Crustaceans-Copepods,Cyclopoida,Lernaeidae,Lernaea,cyprinacea,NULL,Lernaea cyprinacea,NULL,anchor worm,Exotic,Asia,89254
2887,Crustaceans-Copepods,Calanoida,Diaptomidae,Sinodiaptomus,sarsi,NULL,Sinodiaptomus sarsi,NULL,a copepod,Exotic,Asia,666974
2898,Crustaceans-Copepods,Calanoida,Diaptomidae,Arctodiaptomus,dorsalis,NULL,Arctodiaptomus dorsalis,NULL,copepod,Native,North America,572714
2932,Crustaceans-Copepods,Siphonostomatoida,Lernaeopodidae,Salmincola,edwardsii,NULL,Salmincola edwardsii,NULL,,Native,Unknown,667742
182,Crustaceans-Crabs,Decapoda,Grapsidae,Eriocheir,sinensis,NULL,Eriocheir sinensis,NULL,Chinese mitten crab,Exotic,Asia,99058
183,Crustaceans-Crabs,Decapoda,Grapsidae,Hemigrapsus,sanguineus,NULL,Hemigrapsus sanguineus,NULL,Asian shore crab,Exotic,Asia,621740
185,Crustaceans-Crabs,Decapoda,Grapsidae,Platychirograpsus,spectabilis,NULL,Platychirograpsus spectabilis,NULL,saber crab,Exotic,North America,99076
193,Crustaceans-Crabs,Decapoda,Potamidae,Geothelphusa,dehaani,NULL,Geothelphusa dehaani,NULL,a freshwater crab,Exotic,Asia,NULL
197,Crustaceans-Crabs,Decapoda,Xanthidae,Rhithropanopeus,harrisii,NULL,Rhithropanopeus harrisii,NULL,"estuarine mud crab, Harris mud crab",Native,North America,98790
198,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,nigrescens,NULL,Pacifastacus nigrescens,NULL,sooty crayfish,Native,North America,97331
199,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,gambelii,,Pacifastacus gambelii,,Pilose Crayfish,Native,North America,97330
200,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,leniusculus,NULL,Pacifastacus leniusculus,NULL,signal crayfish,Native,North America,97326
201,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,leniusculus,leniusculus,Pacifastacus leniusculus leniusculus,NULL,signal crayfish,Native,North America,650412
202,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,leniusculus,trowbridgii,Pacifastacus leniusculus trowbridgii,,signal crayfish,Native,North America,650444
203,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,sp.,NULL,Pacifastacus sp.,NULL,crayfish,Native,North America,97325
204,Crustaceans-Crayfish,Decapoda,Cambaridae,Cambarellus,shufeldtii,,Cambarellus shufeldtii,,Cajun dwarf crayfish,Native,North America,97625
205,Crustaceans-Crayfish,Decapoda,Cambaridae,Cambarus,cumberlandensis,,Cambarus cumberlandensis,,Cumberland crayfish,Native,North America,97359
206,Crustaceans-Crayfish,Decapoda,Cambaridae,Cambarus,longirostris,,Cambarus longirostris,,Longnose Crayfish,Native,North America,97382
207,Crustaceans-Crayfish,Decapoda,Cambaridae,Cambarus,robustus,,Cambarus robustus,,Big Water Crayfish,Native,North America,97400
208,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonella,clypeata,,Faxonella clypeata,,Ditch Fencing Crayfish,Native,North America,97417
209,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,causeyi,,Faxonius causeyi,,Western plains crayfish,Native,North America,97431
210,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,immunis,,Faxonius immunis,,calico crayfish,Native,North America,97446
211,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,luteus,,Faxonius luteus,,Golden crayfish,Native,North America,97456
212,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,neglectus,neglectus,Faxonius neglectus neglectus,,Ringed crayfish,Native,North America,650429
213,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,placidus,,Faxonius placidus,,Placid crayfish,Native,North America,97472
214,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,rusticus,,Faxonius rusticus,,Rusty Crayfish,Native,North America,97424
215,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,virilis,,Faxonius virilis,,"Virile Crayfish, Northern Crayfish",Native,North America,97425
216,Crustaceans-Crayfish,Decapoda,Cambaridae,Procambarus,acutus,acutus,Procambarus acutus acutus,,White River Crawfish,Native,North America,650438
217,Crustaceans-Crayfish,Decapoda,Cambaridae,Procambarus,clarkii,,Procambarus clarkii,,Red Swamp Crayfish,Native,North America,97491
219,Crustaceans-Crayfish,Decapoda,Cambaridae,Procambarus,seminolae,NULL,Procambarus seminolae,NULL,Seminole crayfish,Native,North America,97564
220,Crustaceans-Crayfish,Decapoda,Parastacidae,Cherax,quadricarinatus,,Cherax quadricarinatus,,Australian redclaw crayfish,Exotic,Australia,NULL
2243,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,obscurus,,Faxonius obscurus,,Allegheny crayfish,Native,North America,97466
2249,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,propinquus,,Faxonius propinquus,,Northern clearwater crayfish,Native,North America,97473
2267,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,neglectus,,Faxonius neglectus,,Ringed crayfish,Native,North America,97465
2342,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,hylas,,Faxonius hylas,,Woodland crayfish,Native,North America,97444
2348,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,palmeri,creolanus,Faxonius palmeri creolanus,,Creole painted crayfish,Native,North America,650419
2614,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,neglectus,chaenodactylus,Faxonius neglectus chaenodactylus,,gap ringed crayfish,Native,North America,650428
2811,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,sanbornii,,Faxonius sanbornii,,Sanborn crayfish,Native,North America,97479
2812,Crustaceans-Crayfish,Decapoda,Cambaridae,Procambarus,alleni,,Procambarus alleni,,electric blue crayfish,Native,North America,97498
2845,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,harrisonii,,Faxonius harrisonii,,Belted crayfish,Native,North America,97441
2882,Crustaceans-Crayfish,Decapoda,Cambaridae,Procambarus,hayi,NULL,Procambarus hayi,NULL,straightedge crayfish,Native,North America,97520
2897,Crustaceans-Crayfish,Decapoda,Cambaridae,Procambarus,zonangulus,,Procambarus zonangulus,,Southern White River Crawfish,Native,North America,650386
2899,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,cristavarius,,Faxonius cristavarius,,Spiny stream crayfish,Native,North America,650401
2904,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,juvenilis,,Faxonius juvenilis,,Kentucky River crayfish,Native,North America,NULL
2928,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,ronaldi,,Faxonius ronaldi,,Mud River crayfish,Native,North America,650402
2929,Crustaceans-Crayfish,Decapoda,Cambaridae,Faxonius,putnami,,Faxonius putnami,,Phallic crayfish,Native,North America,97475
2945,Crustaceans-Crayfish,Decapoda,Astacidae,Pacifastacus,leniusculus,klamathensis,Pacifastacus leniusculus klamathensis,,signal crayfish,Native,North America,650413
3233,Crustaceans-Crayfish,Decapoda,Cambaridae,Orconectes,deanae,,Orconectes deanae,,Conchas Crayfish,Native,North America,97435
2409,Crustaceans-Isopods,Isopoda,Asellidae,Caecidotea,racovitzai,NULL,Caecidotea racovitzai,NULL,an asellid isopod,Native,North America,92692
2757,Crustaceans-Isopods,Isopoda,Trachelipodidae,Caecidotea,laticaudata,NULL,Caecidotea laticaudata,NULL,a  freshwater isopod,Native,North and Central America,92746
2785,Crustaceans-Isopods,Isopoda,Asellidae,Asellus,hilgendorfii,NULL,Asellus hilgendorfii,NULL,an asellid isopod,Exotic,Northwest Pacific,542588
1142,Crustaceans-Mysids,Mysida,Mysidae,Mysis,diluviana,NULL,Mysis diluviana,NULL,opossum shrimp,Native,North America,NULL
2627,Crustaceans-Mysids,Mysida,Mysidae,Hemimysis,anomala,NULL,Hemimysis anomala,NULL,bloody red shrimp,Exotic,Eurasia,90568
2874,Crustaceans-Mysids,Mysida,Mysidae,Taphromysis,louisianae,NULL,Taphromysis louisianae,NULL,a mysid shrimp,Native,North America,90276
1199,Crustaceans-Shrimp,Decapoda,Atyidae,Caridina,weberi,NULL,Caridina weberi,NULL,atyid shrimp,Exotic,Asia,97265
1200,Crustaceans-Shrimp,Decapoda,Palaemonidae,Exopalaemon,modestus,,Exopalaemon modestus,,Siberian prawn,Exotic,Asia,96574
1201,Crustaceans-Shrimp,Decapoda,Palaemonidae,Macrobrachium,lar,NULL,Macrobrachium lar,NULL,Tahitian prawn,Exotic,Asia,96308
1202,Crustaceans-Shrimp,Decapoda,Palaemonidae,Macrobrachium,olfersii,NULL,Macrobrachium olfersii,NULL,bristled river shrimp,Native,North America,96236
1203,Crustaceans-Shrimp,Decapoda,Palaemonidae,Macrobrachium,rosenbergii,NULL,Macrobrachium rosenbergii,NULL,giant river prawn,Exotic,Asia,96343
1205,Crustaceans-Shrimp,Decapoda,Palaemonidae,Macrobrachium,macrobrachion,NULL,Macrobrachium macrobrachion,NULL,brackish river prawn,Exotic,Africa,96324
1207,Crustaceans-Shrimp,Decapoda,Palaemonidae,Palaemonetes,paludosus,,Palaemonetes paludosus,,Riverine Grass Shrimp,Native,North America,96385
1209,Crustaceans-Shrimp,Decapoda,Penaeidae,Penaeus,monodon,,Penaeus monodon,,Asian tiger shrimp,Exotic,Asia,95638
2257,Crustaceans-Shrimp,Decapoda,Atyidae,Neocaridina,denticulata,sinensis,Neocaridina denticulata sinensis,NULL,a shrimp,Exotic,Asia,NULL
2620,Crustaceans-Shrimp,Decapoda,Palaemonidae,Palaemonetes,kadiakensis,,Palaemonetes kadiakensis,,Mississippi Grass Shrimp,Native,North America,96396
2878,Crustaceans-Shrimp,Decapoda,Palaemonidae,Macrobrachium,ohione,NULL,Macrobrachium ohione,NULL,Ohio shrimp,Native,North America,96221
2914,Crustaceans-Shrimp,Decapoda,Atyidae,Potimirim,potimirim,NULL,Potimirim potimirim,NULL,potimirim shrimp,Exotic,South America,97251
2926,Crustaceans-Shrimp,Decapoda,Palaemonidae,Macrobrachium,heterochirus,NULL,Macrobrachium heterochirus,NULL,cascade river prawn,Exotic,South and Central America,96233
285,Entoprocts,Solitaria,Barentsiidae,Urnatella,gracilis,,Urnatella gracilis,,freshwater goblet worm,Native,North America,156754
4,Fishes,Cypriniformes,Cyprinidae,Cyprinus,carpio,NULL,Cyprinus carpio,NULL,Common Carp,Exotic,Eurasia,163344
7,Fishes,Perciformes,Percidae,Gymnocephalus,cernua,NULL,Gymnocephalus cernua,NULL,Ruffe,Exotic,Eurasia,168520
299,Fishes,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,NULL,Acipenser fulvescens,NULL,Lake Sturgeon,Native,North America,161071
300,Fishes,Acipenseriformes,Acipenseridae,Acipenser,transmontanus,NULL,Acipenser transmontanus,NULL,White Sturgeon,Native,North America,161068
301,Fishes,Acipenseriformes,Acipenseridae,Acipenser or Scaphirhynchus,sp.,NULL,Acipenser or Scaphirhynchus sp.,NULL,sturgeon (eastern species),Native,North America,161064
302,Fishes,Beloniformes,Adrianichthyidae,Oryzias,latipes,NULL,Oryzias latipes,NULL,Japanese medaka,Exotic,Asia,165622
303,Fishes,Albuliformes,Albulidae,Albula,vulpes,NULL,Albula vulpes,NULL,Bonefish,Native,North America,161121
304,Fishes,Percopsiformes,Amblyopsidae,Forbesichthys,agassizii,NULL,Forbesichthys agassizii,NULL,Spring Cavefish,Native,North America,201968
305,Fishes,Amiiformes,Amiidae,Amia,calva,NULL,Amia calva,NULL,Bowfin,Native,North America,161104
306,Fishes,Perciformes,Anabantidae,Anabas,testudineus,NULL,Anabas testudineus,NULL,climbing perch,Exotic,Asia,172585
307,Fishes,Perciformes,Anabantidae,Ctenopoma,nigropannosum,NULL,Ctenopoma nigropannosum,NULL,twospot climbing perch,Exotic,Africa,172607
308,Fishes,Anguilliformes,Anguillidae,Anguilla,anguilla,NULL,Anguilla anguilla,NULL,European eel,Exotic,Europe,161128
309,Fishes,Anguilliformes,Anguillidae,Anguilla,australis,NULL,Anguilla australis,NULL,shortfin eel,Exotic,Australia,161133
310,Fishes,Anguilliformes,Anguillidae,Anguilla,rostrata,NULL,Anguilla rostrata,NULL,American Eel,Native,North America,161127
311,Fishes,Anguilliformes,Anguillidae,Anguilla,sp.,NULL,Anguilla sp.,NULL,unidentified eel,Exotic,Unknown,161126
312,Fishes,Characiformes,Anostomidae,Leporinus,fasciatus,NULL,Leporinus fasciatus,NULL,banded leporinus,Exotic,South America,163162
313,Fishes,Percopsiformes,Aphredoderidae,Aphredoderus,sayanus,NULL,Aphredoderus sayanus,NULL,Pirate Perch,Native,North America,164405
314,Fishes,Cyprinodontiformes,Aplocheilidae,Aplocheilus,lineatus,NULL,Aplocheilus lineatus,NULL,striped panchax,Exotic,Asia,165709
315,Fishes,Cyprinodontiformes,Aplocheilidae,Nothobranchius,guentheri,NULL,Nothobranchius guentheri,NULL,redtail notho,Exotic,Africa,165836
316,Fishes,Atheriniformes,Atherinopsidae,Colpichthys,regis,NULL,Colpichthys regis,NULL,False Grunion,Exotic,South America,166051
317,Fishes,Atheriniformes,Atherinopsidae,Chirostoma,jordani,NULL,Chirostoma jordani,NULL,Mesa Silverside,Exotic,North America,166064
318,Fishes,Atheriniformes,Atherinopsidae,Labidesthes,sicculus,NULL,Labidesthes sicculus,NULL,Brook Silverside,Native,North America,166016
319,Fishes,Atheriniformes,Atherinopsidae,Leuresthes,sardina,NULL,Leuresthes sardina,NULL,Gulf Grunion,Exotic,South America,630754
320,Fishes,Atheriniformes,Atherinopsidae,Membras,martinica,NULL,Membras martinica,NULL,Rough Silverside,Native,North America,165989
321,Fishes,Atheriniformes,Atherinopsidae,Menidia,beryllina,NULL,Menidia beryllina,NULL,Inland Silverside,Native,North America,165993
322,Fishes,Siluriformes,Auchenipteridae,Parauchenipterus,galeatus,NULL,Parauchenipterus galeatus,NULL,driftwood catfish,Exotic,South America,NULL
323,Fishes,Tetraodontiformes,Balistidae,Rhinecanthus,verrucosus,NULL,Rhinecanthus verrucosus,NULL,bursa triggerfish,Exotic,Indo-Pacific,646366
324,Fishes,Beloniformes,Belonidae,Strongylura,marina,NULL,Strongylura marina,NULL,Atlantic Needlefish,Native,North America,165551
325,Fishes,Beloniformes,Belonidae,Xenentodon,cancila,,Xenentodon cancila,,Asian needlefish,Exotic,Asia,165599
326,Fishes,Perciformes,Osphronemidae,Betta,splendens,NULL,Betta splendens,NULL,Siamese fighting fish,Exotic,Asia,172611
327,Fishes,Perciformes,Osphronemidae,Trichogaster,fasciata,,Trichogaster fasciata,,banded gourami,Exotic,Asia,172624
328,Fishes,Perciformes,Osphronemidae,Trichogaster,labiosa,,Trichogaster labiosa,,thicklipped gourami,Exotic,Asia,172630
329,Fishes,Perciformes,Osphronemidae,Colisa,lalia,,Colisa lalia,,dwarf gourami,Exotic,Asia,172626
330,Fishes,Perciformes,Osphronemidae,Macropodus,opercularis,NULL,Macropodus opercularis,NULL,paradise fish,Exotic,Asia,172642
331,Fishes,Perciformes,Osphronemidae,Trichopodus,leerii,,Trichopodus leerii,,pearl gourami,Exotic,Asia,638782
332,Fishes,Perciformes,Osphronemidae,Trichogaster,trichopterus,NULL,Trichogaster trichopterus,NULL,three-spot gourami,Exotic,Asia,172634
333,Fishes,Perciformes,Osphronemidae,Trichopsis,vittata,NULL,Trichopsis vittata,NULL,Croaking Gourami,Exotic,Asia,553301
334,Fishes,Perciformes,Blenniidae,Parablennius,thysanius,NULL,Parablennius thysanius,NULL,blenny,Exotic,Asia,636484
335,Fishes,Siluriformes,Callichthyidae,Callichthys,callichthys,NULL,Callichthys callichthys,NULL,cascarudo,Exotic,South America,164281
336,Fishes,Siluriformes,Callichthyidae,Corydoras,aeneus,NULL,Corydoras aeneus,NULL,green corydoras,Exotic,South America,164292
337,Fishes,Siluriformes,Callichthyidae,Corydoras,sp.,NULL,Corydoras sp.,NULL,corydoras,Exotic,South America,164282
338,Fishes,Siluriformes,Callichthyidae,Hoplosternum,littorale,NULL,Hoplosternum littorale,NULL,Brown Hoplo,Exotic,South America,679689
339,Fishes,Perciformes,Carangidae,Caranx,caballus,NULL,Caranx caballus,NULL,Green Jack,Exotic,South America,168611
340,Fishes,Perciformes,Carangidae,Trachinotus,paitensis,NULL,Trachinotus paitensis,NULL,Paloma Pompano,Exotic,South America,168714
341,Fishes,Cypriniformes,Catostomidae,Carpiodes,carpio,NULL,Carpiodes carpio,NULL,River Carpsucker,Native,North America,163919
342,Fishes,Cypriniformes,Catostomidae,Carpiodes,cyprinus,NULL,Carpiodes cyprinus,NULL,Quillback,Native,North America,163917
343,Fishes,Cypriniformes,Catostomidae,Carpiodes,velifer,NULL,Carpiodes velifer,NULL,Highfin Carpsucker,Native,North America,163920
344,Fishes,Cypriniformes,Catostomidae,Catostomus,ardens,NULL,Catostomus ardens,NULL,Utah Sucker,Native,North America,163899
345,Fishes,Cypriniformes,Catostomidae,Catostomus,catostomus,NULL,Catostomus catostomus,NULL,Longnose Sucker,Native,North America,163894
346,Fishes,Cypriniformes,Catostomidae,Catostomus,commersonii,NULL,Catostomus commersonii,NULL,White Sucker,Native,North America,553273
347,Fishes,Cypriniformes,Catostomidae,Catostomus,fumeiventris,NULL,Catostomus fumeiventris,NULL,Owens Sucker,Native,North America,163904
348,Fishes,Cypriniformes,Catostomidae,Catostomus,latipinnis,NULL,Catostomus latipinnis,NULL,Flannelmouth Sucker,Native,North America,163906
349,Fishes,Cypriniformes,Catostomidae,Catostomus,occidentalis,NULL,Catostomus occidentalis,NULL,Sacramento Sucker,Native,North America,163908
350,Fishes,Cypriniformes,Catostomidae,Catostomus,platyrhynchus,NULL,Catostomus platyrhynchus,NULL,Mountain Sucker,Native,North America,163909
353,Fishes,Cypriniformes,Catostomidae,Catostomus,plebeius,NULL,Catostomus plebeius,NULL,Rio Grande Sucker,Native,North America,163910
354,Fishes,Cypriniformes,Catostomidae,Catostomus,santaanae,NULL,Catostomus santaanae,NULL,Santa Ana Sucker,Native,North America,163912
355,Fishes,Cypriniformes,Catostomidae,Catostomus,tahoensis,NULL,Catostomus tahoensis,NULL,Tahoe Sucker,Native,North America,163914
356,Fishes,Cypriniformes,Catostomidae,Catostomus,undescribed sp.,NULL,Catostomus undescribed sp.,NULL,Little Colorado River sucker,Native,North America,163893
357,Fishes,Cypriniformes,Catostomidae,Chasmistes,brevirostris,NULL,Chasmistes brevirostris,NULL,Shortnose Sucker,Native,North America,163961
358,Fishes,Cypriniformes,Catostomidae,Erimyzon,sucetta,NULL,Erimyzon sucetta,NULL,Lake Chubsucker,Native,North America,163922
359,Fishes,Cypriniformes,Catostomidae,Hypentelium,etowanum,NULL,Hypentelium etowanum,NULL,Alabama Hog Sucker,Native,North America,163950
360,Fishes,Cypriniformes,Catostomidae,Hypentelium,nigricans,NULL,Hypentelium nigricans,NULL,Northern Hog Sucker,Native,North America,163949
361,Fishes,Cypriniformes,Catostomidae,Ictiobus,bubalus,NULL,Ictiobus bubalus,NULL,Smallmouth Buffalo,Native,North America,163955
362,Fishes,Cypriniformes,Catostomidae,Ictiobus,cyprinellus,NULL,Ictiobus cyprinellus,NULL,Bigmouth Buffalo,Native,North America,163956
363,Fishes,Cypriniformes,Catostomidae,Ictiobus,niger,NULL,Ictiobus niger,NULL,Black Buffalo,Native,North America,163957
364,Fishes,Cypriniformes,Catostomidae,Minytrema,melanops,NULL,Minytrema melanops,NULL,Spotted Sucker,Native,North America,163959
365,Fishes,Cypriniformes,Catostomidae,Moxostoma,erythrurum,NULL,Moxostoma erythrurum,NULL,Golden Redhorse,Native,North America,163939
366,Fishes,Cypriniformes,Catostomidae,Moxostoma,macrolepidotum,NULL,Moxostoma macrolepidotum,NULL,Shorthead Redhorse,Native,North America,163928
367,Fishes,Cypriniformes,Catostomidae,Moxostoma,cervinum,NULL,Moxostoma cervinum,NULL,Blacktip Jumprock,Native,North America,163937
368,Fishes,Cypriniformes,Catostomidae,Moxostoma,lachneri,NULL,Moxostoma lachneri,NULL,Greater Jumprock,Native,North America,163942
369,Fishes,Cypriniformes,Catostomidae,Moxostoma,rupiscartes,NULL,Moxostoma rupiscartes,NULL,Striped Jumprock,Native,North America,163946
370,Fishes,Cypriniformes,Catostomidae,Thoburnia,rhothoeca,NULL,Thoburnia rhothoeca,NULL,Torrent Sucker,Native,North America,553276
371,Fishes,Perciformes,Centrarchidae,Ambloplites,cavifrons,NULL,Ambloplites cavifrons,NULL,Roanoke Bass,Native,North America,168098
372,Fishes,Perciformes,Centrarchidae,Ambloplites,constellatus,NULL,Ambloplites constellatus,NULL,Ozark Bass,Native,North America,168100
373,Fishes,Perciformes,Centrarchidae,Ambloplites,rupestris,NULL,Ambloplites rupestris,NULL,Rock Bass,Native,North America,168097
374,Fishes,Perciformes,Centrarchidae,Archoplites,interruptus,NULL,Archoplites interruptus,NULL,Sacramento Perch,Native,North America,168175
375,Fishes,Perciformes,Centrarchidae,Centrarchus,macropterus,NULL,Centrarchus macropterus,NULL,Flier,Native,North America,168102
376,Fishes,Perciformes,Centrarchidae,Lepomis,gulosus,,Lepomis gulosus,,Warmouth,Native,North America,168138
377,Fishes,Perciformes,Centrarchidae,Enneacanthus,gloriosus,NULL,Enneacanthus gloriosus,NULL,Bluespotted Sunfish,Native,North America,168113
378,Fishes,Perciformes,Centrarchidae,Lepomis,sp.,NULL,Lepomis sp.,NULL,sunfish,Native,North America,168130
379,Fishes,Perciformes,Centrarchidae,Lepomis,auritus,NULL,Lepomis auritus,NULL,Redbreast Sunfish,Native,North America,168131
380,Fishes,Perciformes,Centrarchidae,Lepomis,cyanellus,NULL,Lepomis cyanellus,NULL,Green Sunfish,Native,North America,168132
382,Fishes,Perciformes,Centrarchidae,Lepomis,gibbosus,NULL,Lepomis gibbosus,NULL,Pumpkinseed,Native,North America,168144
383,Fishes,Perciformes,Centrarchidae,Lepomis,humilis,NULL,Lepomis humilis,NULL,Orangespotted Sunfish,Native,North America,168151
384,Fishes,Perciformes,Centrarchidae,Lepomis,hybrids,NULL,Lepomis hybrids,NULL,hybrid sunfish,Native,North America,NULL
385,Fishes,Perciformes,Centrarchidae,Lepomis,macrochirus,NULL,Lepomis macrochirus,NULL,Bluegill,Native,North America,168141
388,Fishes,Perciformes,Centrarchidae,Lepomis,megalotis,NULL,Lepomis megalotis,NULL,Longear Sunfish,Native,North America,168153
390,Fishes,Perciformes,Centrarchidae,Lepomis,microlophus,NULL,Lepomis microlophus,NULL,Redear Sunfish,Native,North America,168154
391,Fishes,Perciformes,Centrarchidae,Lepomis,miniatus,NULL,Lepomis miniatus,NULL,Redspotted Sunfish,Native,North America,168157
392,Fishes,Perciformes,Centrarchidae,Micropterus,sp.,NULL,Micropterus sp.,NULL,black bass,Native,North America,168158
394,Fishes,Perciformes,Centrarchidae,Micropterus,cataractae,NULL,Micropterus cataractae,NULL,Shoal Bass,Native,North America,564610
395,Fishes,Perciformes,Centrarchidae,Micropterus,coosae,,Micropterus coosae,,Redeye Bass (sensu lato),Native,North America,168163
396,Fishes,Perciformes,Centrarchidae,Micropterus,dolomieu,NULL,Micropterus dolomieu,NULL,Smallmouth Bass,Native,North America,550562
397,Fishes,Perciformes,Centrarchidae,Micropterus,punctulatus,NULL,Micropterus punctulatus,NULL,Spotted Bass,Native,North America,168161
398,Fishes,Perciformes,Centrarchidae,Micropterus,henshalli,NULL,Micropterus henshalli,NULL,Alabama Bass,Native,North America,168161
401,Fishes,Perciformes,Centrarchidae,Micropterus,salmoides,NULL,Micropterus salmoides,NULL,Largemouth Bass,Native,North America,168160
402,Fishes,Perciformes,Centrarchidae,Micropterus,salmoides,floridanus,Micropterus salmoides floridanus,NULL,Florida largemouth bass,Native,North America,168160
403,Fishes,Perciformes,Centrarchidae,Micropterus,salmoides,floridanus x salmoides,Micropterus salmoides floridanus x salmoides,NULL,largemouth bass hybrid,Native,North America,NULL
405,Fishes,Perciformes,Centrarchidae,Micropterus,salmoides,salmoides,Micropterus salmoides salmoides,NULL,northern largemouth bass,Native,North America,NULL
406,Fishes,Perciformes,Centrarchidae,Micropterus,treculii,NULL,Micropterus treculii,NULL,Guadalupe Bass,Native,North America,168162
407,Fishes,Perciformes,Centrarchidae,Pomoxis,sp.,NULL,Pomoxis sp.,NULL,crappie,Native,North America,168165
408,Fishes,Perciformes,Centrarchidae,Pomoxis,annularis,NULL,Pomoxis annularis,NULL,White Crappie,Native,North America,168166
409,Fishes,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,NULL,Pomoxis nigromaculatus,NULL,Black Crappie,Native,North America,168167
410,Fishes,Perciformes,Centropomidae,Lates,angustifrons,NULL,Lates angustifrons,NULL,Tanganyika lates,Exotic,Africa,645773
411,Fishes,Perciformes,Centropomidae,Lates,mariae,NULL,Lates mariae,NULL,bigeye lates,Exotic,Africa,167671
412,Fishes,Perciformes,Centropomidae,Lates,niloticus,NULL,Lates niloticus,NULL,Nile perch,Exotic,Africa,167670
413,Fishes,Gonorynchiformes,Chanidae,Chanos,chanos,,Chanos chanos,,Milkfish,Native,Indo-Pacific,162838
414,Fishes,Perciformes,Channidae,Channa,micropeltes,NULL,Channa micropeltes,NULL,Giant Snakehead,Exotic,Asia,642757
416,Fishes,Characiformes,Characidae,Aphyocharax,anisitsi,NULL,Aphyocharax anisitsi,NULL,bloodfin tetra,Exotic,South America,163011
417,Fishes,Characiformes,Characidae,Astyanax,mexicanus,NULL,Astyanax mexicanus,NULL,Mexican Tetra,Native,North America,162850
418,Fishes,Characiformes,Characidae,Colossoma,macropomum,NULL,Colossoma macropomum,NULL,tambaqui,Exotic,South America,639908
419,Fishes,Characiformes,Characidae,Colossoma or Piaractus,sp.,NULL,Colossoma or Piaractus sp.,NULL,unidentified pacu,Exotic,South America,NULL
420,Fishes,Characiformes,Characidae,Gymnocorymbus,ternetzi,NULL,Gymnocorymbus ternetzi,NULL,black tetra,Exotic,South America,162891
421,Fishes,Characiformes,Characidae,Hemigrammus,ocellifer,NULL,Hemigrammus ocellifer,NULL,head-and-taillight tetra,Exotic,South America,162961
422,Fishes,Characiformes,Characidae,Hyphessobrycon,eques,NULL,Hyphessobrycon eques,NULL,serpae tetra,Exotic,South America,639869
423,Fishes,Characiformes,Characidae,Metynnis,sp.,NULL,Metynnis sp.,NULL,metynnis,Exotic,South America,163247
424,Fishes,Characiformes,Characidae,Moenkhausia,sanctaefilomenae,NULL,Moenkhausia sanctaefilomenae,NULL,redeye tetra,Exotic,South America,162990
425,Fishes,Characiformes,Characidae,Myloplus,rubripinnis,NULL,Myloplus rubripinnis,NULL,redhook pacu,Exotic,South America,163255
426,Fishes,Characiformes,Characidae,Paracheirodon,innesi,NULL,Paracheirodon innesi,NULL,neon tetra,Exotic,South America,163041
427,Fishes,Characiformes,Characidae,Piaractus,brachypomus,NULL,Piaractus brachypomus,NULL,"pirapatinga, red-bellied pacu",Exotic,South America,163280
