species_ID,Group,Order,Family,Genus,Species,subspecies,scientificName,variety,common_name,native_exotic,continent_of_origin,itis_tsn
627,Fishes,Cypriniformes,Cyprinidae,Ptychocheilus,grandis,NULL,Ptychocheilus grandis,NULL,Sacramento Pikeminnow,Native,North America,163524
629,Fishes,Cypriniformes,Cyprinidae,Ptychocheilus,umpquae,NULL,Ptychocheilus umpquae,NULL,Umpqua Pikeminnow,Native,North America,163526
630,Fishes,Cypriniformes,Cyprinidae,Pethia,conchonius,NULL,Pethia conchonius,NULL,rosy barb,Exotic,Asia,163710
631,Fishes,Cypriniformes,Cyprinidae,Dawkinsia,filamentosa,NULL,Dawkinsia filamentosa,NULL,blackspot barb,Exotic,Asia,553286
632,Fishes,Cypriniformes,Cyprinidae,Pethia,gelius,NULL,Pethia gelius,NULL,dwarf barb,Exotic,Asia,163711
633,Fishes,Cypriniformes,Cyprinidae,Barbonymus,schwanenfeldii,NULL,Barbonymus schwanenfeldii,NULL,tinfoil barb,Exotic,Asia,688445
634,Fishes,Cypriniformes,Cyprinidae,Puntius,semifasciolatus,NULL,Puntius semifasciolatus,NULL,green barb,Exotic,Asia,163709
635,Fishes,Cypriniformes,Cyprinidae,Puntigrus,tetrazona,,Puntigrus tetrazona,,tiger barb,Exotic,Asia,NULL
636,Fishes,Cypriniformes,Cyprinidae,Relictus,solitarius,NULL,Relictus solitarius,NULL,Relict Dace,Native,North America,163605
637,Fishes,Cypriniformes,Cyprinidae,Rhinichthys,atratulus,NULL,Rhinichthys atratulus,NULL,Blacknose Dace,Native,North America,163382
638,Fishes,Cypriniformes,Cyprinidae,Rhinichthys,cataractae,NULL,Rhinichthys cataractae,NULL,Longnose Dace,Native,North America,163384
639,Fishes,Cypriniformes,Cyprinidae,Agosia,chrysogaster,NULL,Agosia chrysogaster,NULL,Longfin Dace,Native,North America,163533
640,Fishes,Cypriniformes,Cyprinidae,Rhinichthys,osculus,NULL,Rhinichthys osculus,NULL,Speckled Dace,Native,North America,163387
641,Fishes,Cypriniformes,Cyprinidae,Rhinichthys,osculus,klamathensis,Rhinichthys osculus klamathensis,NULL,Klamath speckled dace,Native,North America,690341
642,Fishes,Cypriniformes,Cyprinidae,Rhinichthys,osculus,robustus,Rhinichthys osculus robustus,NULL,Lahontan speckled dace,Native,North America,690340
643,Fishes,Cypriniformes,Cyprinidae,Rhodeus,sericeus,NULL,Rhodeus sericeus,NULL,Bitterling,Exotic,Eurasia,163607
644,Fishes,Cypriniformes,Cyprinidae,Richardsonius,balteatus,NULL,Richardsonius balteatus,NULL,Redside Shiner,Native,North America,163528
645,Fishes,Cypriniformes,Cyprinidae,Richardsonius,balteatus,hydrophlox,Richardsonius balteatus hydrophlox,NULL,Bonneville redside shiner,Native,North America,163528
647,Fishes,Cypriniformes,Cyprinidae,Richardsonius,egregius,NULL,Richardsonius egregius,NULL,Lahontan Redside,Native,North America,163529
648,Fishes,Cypriniformes,Cyprinidae,Scardinius,erythrophthalmus,NULL,Scardinius erythrophthalmus,NULL,Rudd,Exotic,Eurasia,163613
649,Fishes,Cypriniformes,Cyprinidae,Semotilus,atromaculatus,NULL,Semotilus atromaculatus,NULL,Creek Chub,Native,North America,163376
650,Fishes,Cypriniformes,Cyprinidae,Semotilus,corporalis,NULL,Semotilus corporalis,NULL,Fallfish,Native,North America,163375
651,Fishes,Cypriniformes,Cyprinidae,Lepidomeda,copei,NULL,Lepidomeda copei,NULL,Northern Leatherside Chub,Native,North America,913987
652,Fishes,Cypriniformes,Cyprinidae,Tinca,tinca,NULL,Tinca tinca,NULL,Tench,Exotic,Eurasia,163348
653,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,diabolis,NULL,Cyprinodon diabolis,NULL,Devils Hole Pupfish,Native,North America,165633
654,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,macularius,NULL,Cyprinodon macularius,NULL,Desert Pupfish,Native,North America,165637
655,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,eremus,NULL,Cyprinodon eremus,NULL,Sonoyta Pupfish,Native,North America,913895
656,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,macularius,macularius,Cyprinodon macularius macularius,NULL,Desert Pupfish,Native,North America,165637
657,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,nevadensis,NULL,Cyprinodon nevadensis,NULL,Amargosa Pupfish,Native,North America,165638
658,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,nevadensis,amargosae,Cyprinodon nevadensis amargosae,NULL,Amargosa pupfish,Native,North America,647758
659,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,radiosus,NULL,Cyprinodon radiosus,NULL,Owens Pupfish,Native,North America,165640
660,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,rubrofluviatilis,NULL,Cyprinodon rubrofluviatilis,NULL,Red River Pupfish,Native,North America,165641
661,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,salinus,NULL,Cyprinodon salinus,NULL,Salt Creek Pupfish,Native,North America,165642
662,Fishes,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,variegatus,NULL,Cyprinodon variegatus,NULL,Sheepshead Minnow,Native,North America,165631
663,Fishes,Cyprinodontiformes,Cyprinodontidae,Jordanella,floridae,,Jordanella floridae,,Flagfish,Native,North America,165694
664,Fishes,Siluriformes,Doradidae,Oxydoras,niger,NULL,Oxydoras niger,NULL,ripsaw catfish,Exotic,South America,681269
665,Fishes,Siluriformes,Doradidae,Platydoras,costatus,NULL,Platydoras costatus,NULL,Raphael catfish,Exotic,South America,164199
666,Fishes,Siluriformes,Doradidae,Pterodoras,granulosus,NULL,Pterodoras granulosus,NULL,granulated catfish,Exotic,South America,164204
667,Fishes,Siluriformes,Doradidae,Pterodoras,sp.,NULL,Pterodoras sp.,NULL,thorny catfish,Exotic,South America,164203
668,Fishes,Perciformes,Embiotocidae,Hysterocarpus,traskii,NULL,Hysterocarpus traskii,NULL,Tule Perch,Native,North America,553322
669,Fishes,Clupeiformes,Engraulidae,Anchoa,compressa,NULL,Anchoa compressa,NULL,Deepbody Anchovy,Exotic,Indo-Pacific,161847
670,Fishes,Clupeiformes,Engraulidae,Anchoa,mundeoloides,NULL,Anchoa mundeoloides,NULL,Northern Gulf Anchovy,Exotic,South America,161851
671,Fishes,Clupeiformes,Engraulidae,Cetengraulis,mysticetus,NULL,Cetengraulis mysticetus,NULL,Anchoveta,Native,North America,161862
672,Fishes,Clupeiformes,Engraulidae,Engraulis,mordax,NULL,Engraulis mordax,NULL,Northern Anchovy,Native,North America,161828
673,Fishes,Characiformes,Erythrinidae,Hoplias,malabaricus,NULL,Hoplias malabaricus,NULL,trahira,Exotic,South America,163055
674,Fishes,Esociformes,Esocidae,Esox,americanus,americanus,Esox americanus americanus,NULL,Redfin Pickerel,Native,North America,162141
675,Fishes,Esociformes,Esocidae,Esox,americanus,vermiculatus,Esox americanus vermiculatus,NULL,Grass Pickerel,Native,North America,162142
676,Fishes,Esociformes,Esocidae,Esox,lucius,NULL,Esox lucius,NULL,Northern Pike,Native,North America,162139
677,Fishes,Esociformes,Esocidae,Esox,lucius x E. masquinongy,NULL,Esox lucius x E. masquinongy,NULL,tiger muskellunge,Native Hybrid,North America,NULL
678,Fishes,Esociformes,Esocidae,Esox,lucius x E. reichertii,NULL,Esox lucius x E. reichertii,NULL,northern pike x amur pike,Exotic Hybrid,Europe,NULL
679,Fishes,Esociformes,Esocidae,Esox,masquinongy,NULL,Esox masquinongy,NULL,Muskellunge,Native,North America,162144
680,Fishes,Esociformes,Esocidae,Esox,masquinongy,ohioensis,Esox masquinongy ohioensis,NULL,muskellunge,Native,North America,162144
681,Fishes,Esociformes,Esocidae,Esox,niger,NULL,Esox niger,NULL,Chain Pickerel,Native,North America,162143
682,Fishes,Esociformes,Esocidae,Esox,reichertii,NULL,Esox reichertii,NULL,Amur pike,Exotic,Europe,623349
683,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,catenatus,NULL,Fundulus catenatus,NULL,Northern Studfish,Native,North America,165660
684,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,chrysotus,NULL,Fundulus chrysotus,NULL,Golden Topminnow,Native,North America,165652
685,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,NULL,Fundulus diaphanus,NULL,Banded Killifish,Native,North America,165646
686,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,diaphanus,diaphanus,Fundulus diaphanus diaphanus,,eastern banded killifish,Native,North America,913978
687,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,grandis,NULL,Fundulus grandis,NULL,Gulf Killifish,Native,North America,165651
688,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus,NULL,Fundulus heteroclitus,NULL,Mummichog,Native,North America,165647
689,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,lineolatus,NULL,Fundulus lineolatus,NULL,Lined Topminnow,Native,North America,165662
690,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,notatus,NULL,Fundulus notatus,NULL,Blackstripe Topminnow,Native,North America,165663
691,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,sciadicus,NULL,Fundulus sciadicus,NULL,Plains Topminnow,Native,North America,165666
692,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,seminolis,NULL,Fundulus seminolis,NULL,Seminole Killifish,Native,North America,165667
693,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,stellifer,NULL,Fundulus stellifer,NULL,Southern Studfish,Native,North America,165668
694,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,zebrinus,NULL,Fundulus zebrinus,NULL,Plains Killifish,Native,North America,165658
695,Fishes,Cyprinodontiformes,Fundulidae,Fundulus,kansae,NULL,Fundulus kansae,NULL,Northern Plains Killifish,Native,North America,165654
696,Fishes,Cyprinodontiformes,Fundulidae,Lucania,goodei,NULL,Lucania goodei,NULL,Bluefin Killifish,Native,North America,165680
697,Fishes,Cyprinodontiformes,Fundulidae,Lucania,parva,NULL,Lucania parva,NULL,Rainwater Killifish,Native,North America,165679
698,Fishes,Gadiformes,Gadidae,Lota,lota,NULL,Lota lota,NULL,Burbot,Native,North America,164725
700,Fishes,Gasterosteiformes,Gasterosteidae,Apeltes,quadracus,NULL,Apeltes quadracus,NULL,Fourspine Stickleback,Native,North America,166397
701,Fishes,Gasterosteiformes,Gasterosteidae,Culaea,inconstans,NULL,Culaea inconstans,NULL,Brook Stickleback,Native,North America,166399
702,Fishes,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,NULL,Gasterosteus aculeatus,NULL,Threespine Stickleback,Native,North America,166365
703,Fishes,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,williamsoni,Gasterosteus aculeatus williamsoni,NULL,Threespine Stickleback,Native,North America,201979
704,Fishes,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,NULL,Pungitius pungitius,NULL,Ninespine Stickleback,Native,North America,166387
705,Fishes,Perciformes,Gerreidae,Eucinostomus,argenteus,NULL,Eucinostomus argenteus,NULL,Spotfin Mojarra,Native,North America,169015
706,Fishes,Perciformes,Gerreidae,Eucinostomus,gracilis,NULL,Eucinostomus gracilis,NULL,Graceful Mojarra,Native,North America,169021
707,Fishes,Perciformes,Gobiidae,Acanthogobius,flavimanus,NULL,Acanthogobius flavimanus,NULL,Yellowfin Goby,Exotic,Asia,171882
708,Fishes,Perciformes,Gobiidae,Gillichthys,mirabilis,NULL,Gillichthys mirabilis,NULL,Longjaw Mudsucker,Native,North America,171967
709,Fishes,Perciformes,Gobiidae,Gillichthys,seta,NULL,Gillichthys seta,NULL,Shortjaw Mudsucker,Exotic,South America,637364
710,Fishes,Perciformes,Gobiidae,Gobiosoma,bosc,NULL,Gobiosoma bosc,NULL,Naked Goby,Native,North America,171789
713,Fishes,Perciformes,Gobiidae,Neogobius,melanostomus,NULL,Neogobius melanostomus,NULL,Round Goby,Exotic,Eurasia,172072
714,Fishes,Perciformes,Gobiidae,Proterorhinus,semilunaris,NULL,Proterorhinus semilunaris,NULL,Freshwater Tubenose Goby,Exotic,Eurasia,NULL
715,Fishes,Perciformes,Gobiidae,Tridentiger,barbatus,NULL,Tridentiger barbatus,NULL,Shokihaze Goby,Exotic,Asia,638138
716,Fishes,Perciformes,Gobiidae,Tridentiger,bifasciatus,NULL,Tridentiger bifasciatus,NULL,Shimofuri Goby,Exotic,Asia,553361
717,Fishes,Perciformes,Gobiidae,Tridentiger,trigonocephalus,NULL,Tridentiger trigonocephalus,NULL,Chameleon Goby,Exotic,Asia,171912
718,Fishes,Cyprinodontiformes,Goodeidae,Ameca,splendens,NULL,Ameca splendens,NULL,Butterfly Splitfin,Exotic,North America,165863
719,Fishes,Cyprinodontiformes,Goodeidae,Crenichthys,baileyi,grandis,Crenichthys baileyi grandis,NULL,Hiko White River springfish,Native,North America,201976
720,Fishes,Cyprinodontiformes,Goodeidae,Crenichthys,nevadae,NULL,Crenichthys nevadae,NULL,Railroad Valley Springfish,Native,North America,165688
721,Fishes,Cyprinodontiformes,Goodeidae,Empetrichthys,latos,NULL,Empetrichthys latos,NULL,Pahrump Poolfish,Native,North America,165691
722,Fishes,Cyprinodontiformes,Goodeidae,Empetrichthys,latos,latos,Empetrichthys latos latos,NULL,Pahrump Poolfish,Native,North America,647756
723,Fishes,Perciformes,Grammatidae,Gramma,loreto,NULL,Gramma loreto,NULL,Fairy Basslet,Exotic,Caribbean,168017
724,Fishes,Perciformes,Haemulidae,Anisotremus,davidsonii,NULL,Anisotremus davidsonii,NULL,Sargo,Native,North America,553364
725,Fishes,Perciformes,Helostomatidae,Helostoma,temminkii,NULL,Helostoma temminkii,NULL,kissing gourami,Exotic,Asia,638746
726,Fishes,Osteoglossiformes,Hiodontidae,Hiodon,alosoides,NULL,Hiodon alosoides,NULL,Goldeye,Native,North America,161905
727,Fishes,Osteoglossiformes,Hiodontidae,Hiodon,tergisus,NULL,Hiodon tergisus,NULL,Mooneye,Native,North America,161906
728,Fishes,Siluriformes,Ictaluridae,Ameiurus,brunneus,NULL,Ameiurus brunneus,NULL,Snail Bullhead,Native,North America,164035
729,Fishes,Siluriformes,Ictaluridae,Ameiurus,catus,NULL,Ameiurus catus,NULL,White Catfish,Native,North America,164037
730,Fishes,Siluriformes,Ictaluridae,Ameiurus,melas,NULL,Ameiurus melas,NULL,Black Bullhead,Native,North America,164039
733,Fishes,Siluriformes,Ictaluridae,Ameiurus,natalis,NULL,Ameiurus natalis,NULL,Yellow Bullhead,Native,North America,164041
734,Fishes,Siluriformes,Ictaluridae,Ameiurus,nebulosus,NULL,Ameiurus nebulosus,NULL,Brown Bullhead,Native,North America,164043
737,Fishes,Siluriformes,Ictaluridae,Ameiurus,platycephalus,NULL,Ameiurus platycephalus,NULL,Flat Bullhead,Native,North America,164045
740,Fishes,Siluriformes,Ictaluridae,Ictalurus,furcatus,NULL,Ictalurus furcatus,NULL,Blue Catfish,Native,North America,163997
741,Fishes,Siluriformes,Ictaluridae,Ictalurus,pricei,NULL,Ictalurus pricei,NULL,Yaqui Catfish,Native,North America,164000
744,Fishes,Siluriformes,Ictaluridae,Noturus,exilis,NULL,Noturus exilis,NULL,Slender Madtom,Native,North America,164010
745,Fishes,Siluriformes,Ictaluridae,Noturus,flavus,NULL,Noturus flavus,NULL,Stonecat,Native,North America,164013
746,Fishes,Siluriformes,Ictaluridae,Noturus,gilberti,NULL,Noturus gilberti,NULL,Orangefin Madtom,Native,North America,164016
747,Fishes,Siluriformes,Ictaluridae,Noturus,gyrinus,NULL,Noturus gyrinus,NULL,Tadpole Madtom,Native,North America,164003
748,Fishes,Siluriformes,Ictaluridae,Noturus,insignis,NULL,Noturus insignis,NULL,Margined Madtom,Native,North America,164004
749,Fishes,Siluriformes,Ictaluridae,Noturus,miurus,NULL,Noturus miurus,NULL,Brindled Madtom,Native,North America,164020
750,Fishes,Siluriformes,Ictaluridae,Pylodictis,olivaris,NULL,Pylodictis olivaris,NULL,Flathead Catfish,Native,North America,164029
751,Fishes,Perciformes,Kuhlidae,Kuhlia,rupestris,NULL,Kuhlia rupestris,NULL,Rock flagtail,Exotic,Indo-Pacific,168086
752,Fishes,Perciformes,Kyphosidae,Girella,simplicidens,NULL,Girella simplicidens,NULL,Gulf Opaleye,Exotic,South America,645717
753,Fishes,Perciformes,Labridae,Halichoeres,semicinctus,NULL,Halichoeres semicinctus,NULL,Rock Wrasse,Native,North America,170511
754,Fishes,Perciformes,Labridae,Tautoga,onitis,NULL,Tautoga onitis,NULL,Tautog,Native,North America,170479
755,Fishes,Lepisosteiformes,Lepisosteidae,Atractosteus,spatula,NULL,Atractosteus spatula,NULL,Alligator Gar,Native,North America,201897
756,Fishes,Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus,NULL,Lepisosteus oculatus,NULL,Spotted Gar,Native,North America,161095
757,Fishes,Lepisosteiformes,Lepisosteidae,Lepisosteus,platostomus,NULL,Lepisosteus platostomus,NULL,Shortnose Gar,Native,North America,161096
758,Fishes,Lepisosteiformes,Lepisosteidae,Lepisosteus,sp.,NULL,Lepisosteus sp.,NULL,gar,Native,North America,161093
759,Fishes,Perciformes,Lethrinidae,Lethrinus,sp.,NULL,Lethrinus sp.,NULL,emperor,Exotic,Indo-Pacific,169130
760,Fishes,Siluriformes,Loricariidae,Ancistrus,cf. temminckii,NULL,Ancistrus cf. temminckii,NULL,bristlenosed catfish,Exotic,South America,NULL
761,Fishes,Siluriformes,Loricariidae,Hypostomus,plecostomus,NULL,Hypostomus plecostomus,NULL,Suckermouth Catfish,Exotic,South America,164342
762,Fishes,Siluriformes,Loricariidae,Hypostomus,sp.,NULL,Hypostomus sp.,NULL,suckermouth catfish,Exotic,South America,164341
763,Fishes,Siluriformes,Loricariidae,Hypostomus,sp. (watwata group),NULL,Hypostomus sp. (watwata group),NULL,suckermouth catfish,Exotic,South America,NULL
764,Fishes,Siluriformes,Loricariidae,Otocinclus,sp.,NULL,Otocinclus sp.,NULL,suckermouth catfish,Exotic,South America,164354
765,Fishes,Siluriformes,Loricariidae,Peckoltia,sp.,NULL,Peckoltia sp.,NULL,clown pleco,Exotic,South America,164367
766,Fishes,Siluriformes,Loricariidae,Pterygoplichthys,anisitsi,NULL,Pterygoplichthys anisitsi,NULL,Paraná Sailfin Catfish,Exotic,South America,680350
767,Fishes,Siluriformes,Loricariidae,Pterygoplichthys,disjunctivus,NULL,Pterygoplichthys disjunctivus,NULL,Vermiculated Sailfin Catfish,Exotic,South America,680351
768,Fishes,Siluriformes,Loricariidae,Pterygoplichthys,multiradiatus,NULL,Pterygoplichthys multiradiatus,NULL,Orinoco Sailfin Catfish,Exotic,South America,164375
769,Fishes,Siluriformes,Loricariidae,Pterygoplichthys,pardalis,NULL,Pterygoplichthys pardalis,NULL,Amazon Sailfin Catfish,Exotic,South America,680353
770,Fishes,Siluriformes,Loricariidae,Pterygoplichthys,sp.,,Pterygoplichthys sp.,,sailfin armored catfish,Exotic,South America,164372
771,Fishes,Perciformes,Lutjanidae,Lutjanus,fulvus,NULL,Lutjanus fulvus,NULL,blacktail snapper,Exotic,Indo-Pacific,168863
772,Fishes,Perciformes,Lutjanidae,Lutjanus,gibbus,NULL,Lutjanus gibbus,NULL,humpback snapper,Exotic,Indo-Pacific,168866
773,Fishes,Perciformes,Lutjanidae,Lutjanus,guttatus,NULL,Lutjanus guttatus,NULL,Spotted Rose Snapper,Exotic,North and South America,168856
774,Fishes,Perciformes,Lutjanidae,Lutjanus,kasmira,NULL,Lutjanus kasmira,NULL,bluestripe snapper,Exotic,Indo-Pacific,168862
775,Fishes,Elopiformes,Megalopidae,Megalops,atlanticus,NULL,Megalops atlanticus,NULL,Tarpon,Native,North America,161116
776,Fishes,Atheriniformes,Melanotaeniidae,Melanotaenia,nigrans,NULL,Melanotaenia nigrans,NULL,black-banded rainbowfish,Exotic,Australia,165981
777,Fishes,Perciformes,Moronidae,Morone,americana,NULL,Morone americana,NULL,White Perch,Native,North America,167678
778,Fishes,Perciformes,Moronidae,Morone,americana x M. saxatilis,NULL,Morone americana x M. saxatilis,NULL,white perch x striped bass,Native Hybrid,North America,NULL
779,Fishes,Perciformes,Moronidae,Morone,chrysops,NULL,Morone chrysops,NULL,White Bass,Native,North America,167682
780,Fishes,Perciformes,Moronidae,Morone,chrysops x M. mississippiensis,NULL,Morone chrysops x M. mississippiensis,NULL,white bass x yellow bass,Native Hybrid,North America,NULL
784,Fishes,Perciformes,Moronidae,Morone,chrysops x M. saxatilis,NULL,Morone chrysops x M. saxatilis,NULL,wiper,Native Hybrid,North America,167681
785,Fishes,Perciformes,Moronidae,Morone,mississippiensis,NULL,Morone mississippiensis,NULL,Yellow Bass,Native,North America,167683
786,Fishes,Perciformes,Moronidae,Morone,mississippiensis x M. saxatilis,NULL,Morone mississippiensis x M. saxatilis,NULL,yellow bass x striped bass,Native Hybrid,North America,NULL
787,Fishes,Perciformes,Moronidae,Morone,saxatilis,NULL,Morone saxatilis,NULL,Striped Bass,Native,North America,167680
788,Fishes,Mugiliformes,Mugilidae,Mugil,cephalus,NULL,Mugil cephalus,NULL,Striped Mullet,Native,North America,170335
789,Fishes,Mugiliformes,Mugilidae,Mugil,curema,NULL,Mugil curema,NULL,White Mullet,Native,North America,170336
790,Fishes,Mugiliformes,Mugilidae,Valamugil,engeli,NULL,Valamugil engeli,NULL,kanda,Exotic,Indo-Pacific,170422
791,Fishes,Perciformes,Mullidae,Upeneus,vittatus,NULL,Upeneus vittatus,NULL,bandedtail goatfish,Exotic,Indo-Pacific,169443
792,Fishes,Perciformes,Nematistiidae,Nematistius,pectoralis,NULL,Nematistius pectoralis,NULL,Roosterfish,Native,North America,168744
793,Fishes,Osteoglossiformes,Notopteridae,Chitala,ornata,NULL,Chitala ornata,NULL,Clown Knifefish,Exotic,Africa,649807
794,Fishes,Osmeriformes,Osmeridae,Hypomesus,nipponensis,NULL,Hypomesus nipponensis,NULL,wakasagi,Exotic,Asia,162033
795,Fishes,Osmeriformes,Osmeridae,Hypomesus,transpacificus,NULL,Hypomesus transpacificus,NULL,Delta Smelt,Native,North America,162032
796,Fishes,Osmeriformes,Osmeridae,Osmerus,mordax,NULL,Osmerus mordax,NULL,Rainbow Smelt,Native,North America,162041
797,Fishes,Osmeriformes,Osmeridae,Plecoglossus,altivelis,NULL,Plecoglossus altivelis,NULL,ayu,Exotic,Asia,162027
798,Fishes,Perciformes,Osphronemidae,Osphronemus,goramy,NULL,Osphronemus goramy,NULL,giant gourami,Exotic,Asia,638762
799,Fishes,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,NULL,Osteoglossum bicirrhosum,NULL,Silver Arowana,Exotic,South America,161894
800,Fishes,Pleuronectiformes,Paralichthyidae,Etropus,crossotus,NULL,Etropus crossotus,NULL,Fringed Flounder,Native,North America,172729
801,Fishes,Pleuronectiformes,Paralichthyidae,Paralichthys,aestuarius,NULL,Paralichthys aestuarius,NULL,Cortez Halibut,Exotic,South America,616418
802,Fishes,Pleuronectiformes,Paralichthyidae,Paralichthys,albigutta,NULL,Paralichthys albigutta,NULL,Gulf Flounder,Native,North America,172736
803,Fishes,Pleuronectiformes,Paralichthyidae,Paralichthys,lethostigma,NULL,Paralichthys lethostigma,NULL,Southern Flounder,Native,North America,172738
804,Fishes,Pleuronectiformes,Paralichthyidae,Paralichthys,woolmani,NULL,Paralichthys woolmani,NULL,Dappled Flounder,Exotic,South America,616427
805,Fishes,Perciformes,Percidae,Ammocrypta,bifascia,NULL,Ammocrypta bifascia,NULL,Florida Sand Darter,Native,North America,168514
806,Fishes,Perciformes,Percidae,Ammocrypta,clara,NULL,Ammocrypta clara,NULL,Western Sand Darter,Native,North America,168515
807,Fishes,Perciformes,Percidae,Etheostoma,sp.,NULL,Etheostoma sp.,NULL,darter,Native,North America,168357
808,Fishes,Perciformes,Percidae,Etheostoma,blennioides,NULL,Etheostoma blennioides,NULL,Greenside Darter,Native,North America,168375
809,Fishes,Perciformes,Percidae,Etheostoma,caeruleum,NULL,Etheostoma caeruleum,NULL,Rainbow Darter,Native,North America,168378
810,Fishes,Perciformes,Percidae,Etheostoma,cragini,NULL,Etheostoma cragini,NULL,Arkansas Darter,Native,North America,168386
811,Fishes,Perciformes,Percidae,Etheostoma,edwini,NULL,Etheostoma edwini,NULL,Brown Darter,Native,North America,168390
812,Fishes,Perciformes,Percidae,Etheostoma,exile,NULL,Etheostoma exile,NULL,Iowa Darter,Native,North America,168393
813,Fishes,Perciformes,Percidae,Etheostoma,fusiforme,NULL,Etheostoma fusiforme,NULL,Swamp Darter,Native,North America,168358
814,Fishes,Perciformes,Percidae,Etheostoma,nigrum,NULL,Etheostoma nigrum,NULL,Johnny Darter,Native,North America,168369
815,Fishes,Perciformes,Percidae,Etheostoma,nuchale,NULL,Etheostoma nuchale,NULL,Watercress Darter,Native,North America,168415
816,Fishes,Perciformes,Percidae,Etheostoma,olmstedi,NULL,Etheostoma olmstedi,NULL,Tessellated Darter,Native,North America,168360
817,Fishes,Perciformes,Percidae,Etheostoma,simoterum,NULL,Etheostoma simoterum,NULL,Snubnose Darter,Native,North America,168431
818,Fishes,Perciformes,Percidae,Etheostoma,zonale,NULL,Etheostoma zonale,NULL,Banded Darter,Native,North America,168449
820,Fishes,Perciformes,Percidae,Perca,flavescens,NULL,Perca flavescens,NULL,Yellow Perch,Native,North America,168469
821,Fishes,Perciformes,Percidae,Percina,caprodes,NULL,Percina caprodes,NULL,Logperch,Native,North America,168472
822,Fishes,Perciformes,Percidae,Percina,macrolepida,NULL,Percina macrolepida,NULL,Bigscale Logperch,Native,North America,168487
823,Fishes,Perciformes,Percidae,Percina,maculata,NULL,Percina maculata,NULL,Blackside Darter,Native,North America,168488
824,Fishes,Perciformes,Percidae,Percina,nigrofasciata,NULL,Percina nigrofasciata,NULL,Blackbanded Darter,Native,North America,168490
825,Fishes,Perciformes,Percidae,Percina,roanoka,NULL,Percina roanoka,NULL,Roanoke Darter,Native,North America,168496
826,Fishes,Perciformes,Percidae,Percina,shumardi,NULL,Percina shumardi,NULL,River Darter,Native,North America,168497
827,Fishes,Perciformes,Percidae,Percina,tanasi,NULL,Percina tanasi,NULL,Snail Darter,Native,North America,168499
828,Fishes,Perciformes,Percidae,Sander,canadensis,NULL,Sander canadensis,NULL,Sauger,Native,North America,650171
829,Fishes,Perciformes,Percidae,Sander,canadensis x vitreus,NULL,Sander canadensis x vitreus,NULL,Saugeye,Native Hybrid,North America,NULL
830,Fishes,Perciformes,Percidae,Sander,lucioperca,NULL,Sander lucioperca,NULL,Zander,Exotic,Europe,650172
831,Fishes,Perciformes,Percidae,Sander,vitreus,NULL,Sander vitreus,NULL,Walleye,Native,North America,650173
833,Fishes,Percopsiformes,Percopsidae,Percopsis,omiscomaycus,NULL,Percopsis omiscomaycus,NULL,Trout-perch,Native,North America,164409
834,Fishes,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,unicuspis,NULL,Ichthyomyzon unicuspis,NULL,Silver Lamprey,Native,North America,159730
836,Fishes,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,NULL,Petromyzon marinus,NULL,Sea Lamprey,Native,North America,159722
837,Fishes,Siluriformes,Pimelodidae,Perrunichthys,perruno,NULL,Perrunichthys perruno,NULL,leopard catfish,Exotic,South America,681763
838,Fishes,Siluriformes,Pimelodidae,Phractocephalus,hemioliopterus,NULL,Phractocephalus hemioliopterus,NULL,redtail catfish,Exotic,South America,164255
839,Fishes,Siluriformes,Heptapteridae,Rhamdia,quelen,NULL,Rhamdia quelen,NULL,bagre,Exotic,South America,640029
